	"Wild 24h"				"Wild 56h"				"Wild 80h"				"Aposymbiotic 24h"				"Aposymbiotic 56h"				"Aposymbiotic 80h"				"Aposymbiotic 92h"			
"Match ID"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"
1701	0.907604	1.92467	0.75569	0.917838																								
1702	4.07193	1.52909																										
1703	1.39996	1.21727	0.881828																									
1704	1.14628	0.790282	0.630105	0.734924																								
1705	1.32913	1.51752	0.660014	0.945773																								
1706	0.741119	1.08996	0.813734	0.906988																								
1707	1.08508	0.799078	1.79548	1.91936																								
1708	3.64605	1.4593																										
1709	0.754607	0.582149	0.571385																									
1710	0.895707	1.19692	0.776969	0.754254																								
1711	0.658652	0.492272	0.907907	0.988189																								
1712	0.839771	2.10934	0.552667	0.673774																								
1713	3.23885	2.2147	3.39475	2.38778																								
1714	1.9879	1.45121	1.34744																									
1715	1.52973	1.1879	1.14339																									
1716	0.650273	0.858189	1.60767																									
1717	1.68488	1.6256	2.41473	1.68931																								
1718	8.31943	7.48759	5.81344	6.76153																								
1719	20.1698	18.7273	12.5161	15.2401																								
1720	1.52665	1.29893	2.50434																									
1721	2.12134	2.82594	3.23893	3.66911																								
1722	5.28882	3.2264	7.88336																									
1723	4.84476	2.76375																										
1724	1.03141	1.22181																										
1725	0.739323	1.58156																										
1726	0.361876	0.644772	0.368193																									
1727	3.071	0.803304																										
1728	0.694076	1.13246																										
1729	0.554719	0.873373																										
1730	0.501574	0.370896	0.372942																									
1731	0.415069	0.386643	0.458059																									
1732	0.37277	0.321007	0.327384																									
1733	0.561454	0.692754																										
1734	0.550122	0.461695	0.450897																									
1735	0.764481	0.595407																										
1736	4.66105	2.301	1.64898																									
1737	0.148939	0.182342	0.129562																									
1738	0.452388	0.610119																										
1739	0.428635	0.562797	0.538754																									
1740	1.05348	0.859597	0.736599																									
1741	0.612662	0.885708																										
1742	0.752129	2.30026	2.34758																									
1743	2.93614	3.681	4.8741																									
1744	2.34752	1.17169																										
1745	0.785031	1.05733																										
1746	0.367774	0.385175																										
1747	0.720579	0.470895																										
1748	0.266008	0.355466																										
1749	0.67729	0.271019																										
1750	0.427904	0.554447																										
1751	0.820054	0.730389	0.725335																									
1752	0.611085	0.601409	1.16039																									
1753	0.430782	0.620929																										
1754	1.30475	1.21682	1.50972																									
1755	1.5421	1.85548	1.7837																									
1756	1.10568	1.9563																										
1757	2.584	2.32585	3.90151																									
1758	1.03001	1.18308	1.59326																									
1759	1.20352	1.67391	0.900971																									
1760	1.16026	1.91781	0.825715																									
1761	7.59639	2.20642																										
1762	0.713979	1.43213																										
1763	0.589672	0.857277																										
1764	16.7473	26.9456	14.9698																									
1765	4.87981	3.33539																										
1766	3.276	4.03622	4.33432																									
1767	2.73829	2.07844																										
1768	1.8978	2.39388	1.54736																									
1769	1.25859	2.40933	0.856982																									
1770	0.881954	1.20593																										
1771	2.46702	1.53191																										
1772	1.02064	0.663048	0.412594																									
1773	6.29816	4.34724																										
1774	5.98148	1.96051	2.17407																									
1775	1.24027	2.92124	1.53112																									
1776	1.12967	0.798214																										
1777	0.758599	0.856008	0.969901																									
1778	1.48373	1.42035																										
1779	1.76433	1.37286																										
1780	2.18906	1.59042																										
1781	1.11265	0.721501	1.3709																									
1782	1.03647	4.60854	1.03938																									
1783	0.719081	3.67642	0.670108																									
1784	1.02642	1.19006																										
1785	0.612929	0.513383	0.481011																									
1786	0.328059	0.522186	0.393588																									
1787	1.26774	0.548847																										
1788	0.430118	0.26457																										
1789	3.47178	1.03502																										
1790	3.04609	6.81765																										
1791	1.11978	0.347282																										
1792	1.8394	6.32533																										
1793	0.655799	1.67603																										
1794	1.57495	0.844599																										
1795	2.0962	3.60211																										
1796	1.04161	1.02121																										
1797	0.45671	0.284296																										
1798	0.386754	0.41555																										
1799	1.28462	0.637569																										
1800	1.99191	0.494127																										
1801	2.23074	0.264313																										
1802	0.79885	0.187735																										
1803	0.541615	0.298235																										
1804	1.33131	0.911688																										
1805	2.34521	2.80083																										
1806	0.878369	0.962368																										
1807	3.60226	3.18708																										
1808	0.478604	1.8487																										
1809	1.55587	1.63687																										
1810	1.60047	0.810481																										
1811	4.70303	4.18282																										
1812	1.1934	1.16185																										
1813	2.48117	1.14006																										
1814	0.818201	0.29637																										
1815	3.63981	4.89019																										
1816	3.82257	3.6121																										
1817	2.00973	2.32813																										
1818	0.986448	0.824319																										
1819	0.707485	1.03681																										
1820	0.998204	1.96595																										
1821	1.25043	1.13511																										
1822	0.565614	1.09017																										
1823	2.49988	5.15328																										
1824	2.03356	2.53435																										
1825	1.53395	1.31297																										
1826	0.467072	1.25577	0.534723																									
1827	0.505288	0.492517																										
1828	0.22	0.54939																										
1829	0.904202	0.861309																										
1830	0.424322	0.584662	0.654505																									
1831	0.580536	0.347783	0.362462																									
1832	2.16317	1.75527	1.34469	2.82571																								
1833	0.435878	0.652188	0.371705																									
1834	0.537833	0.490995	0.790191																									
1835	0.459061	0.268784	0.294856																									
1836	0.94974	0.379379	1.47287	0.850661																								
1837	0.919828	0.574008	0.77172																									
1838	0.598906	0.791463	0.68651	0.929834																								
1839	0.425172	0.646714	0.603732																									
1840	0.555324	0.516614	0.61229																									
1841	1.52054	0.807522	1.30738	1.58326																								
1842	0.425513	0.375803	0.57682																									
1843	0.344956	0.733819	0.573234																									
1844	0.368162	0.319755	0.516388	0.447306																								
1845	1.76263	1.94796	2.139	2.09455																								
1846	2.32583	2.75156	3.49231																									
1847	0.807159	1.12374	1.01463																									
1848	2.88348	9.94974	4.41837	8.135																								
1849	1.44665	2.29749	1.46804	1.72646																								
1850	0.636104	0.38434	1.0083	0.523583																								
1851	0.935362	0.471887	0.563406																									
1852	1.45621	1.5843	2.5086																									
1853	0.38893	0.47682	0.389908																									
1854	2.02832	1.41699	1.1914	1.50826																								
1855	0.839469	0.920415	1.54726																									
1856	4.34413	4.43946	2.22138																									
1857	0.376524	0.366388	0.629474	0.612061																								
1858	0.517131	1.05707																										
1859	1.3495	2.32505	2.27099																									
1860	0.343053	0.319636	0.5403	0.417759																								
1861	0.277584	0.520336	0.351267																									
1862	0.556453	0.616581																										
1863	0.544008	0.387623	0.56688	0.570168																								
1864	0.423105	1.13019																										
1865	0.275894	0.707412	0.393778																									
1866	3.58953	3.28694	2.46864	3.29235																								
1867	1.59958	2.23204	1.07937	2.51325																								
1868	0.575332	0.933404																										
1869	0.343512	0.523913																										
1870	0.739238	0.79456	0.996575	1.07645																								
1871	0.401298	0.333014	0.524519	0.348153																								
1872	0.556706	0.392263	0.258318																									
1873	0.57991	0.865594	0.905618																									
1874	0.538422	0.733418	0.461337	0.803188																								
1875	1.90586	1.18426	0.913676																									
1876	3.3577	3.42138	3.1187	3.15365																								
1877	0.74841	1.48195	0.616314																									
1878	0.5527	0.586259	0.596576	0.50581																								
1879	0.592764	0.517536	0.496658	0.719561																								
1880	2.06458	0.576244	1.16299	2.78054																								
1881	0.60155	0.272566																										
1882	1.49754	1.91268	1.52204																									
1883	4.02564	5.25068	4.06614																									
1884	0.521942	0.592797																										
1885	0.346398	0.49504	0.382046																									
1886	0.865787	1.12082	1.25411	1.10285																								
1887	1.80641	1.48918																										
1888	0.264909	0.300282	0.232752																									
1889	0.489555	0.466548	0.648649	0.740242																								
1890	3.3383	1.86623	2.48655	3.14927																								
1891	0.267172	0.362838	0.540911																									
1892	0.818385	0.538717	1.25239	0.561477																								
1893	1.44157	2.25268	1.64356	2.00917																								
1894	0.257414	1.85056																										
1895	0.72591	0.819937																										
1896	0.565253	0.200313	0.570425																									
1897	0.301368	0.340947																										
1898	0.701392	0.770397	1.11798	0.779384																								
1899	0.959144	1.26048	1.04585																									
1900	1.37548	1.61748	1.49104	1.78842																								
1901	0.228077	0.495267																										
1902	0.513342	0.624652	0.53874																									
1903	0.432806	0.359347	0.303706	0.484041																								
1904	0.398032	0.360129	0.341305																									
1905	0.34184	1.81006	0.489444																									
1906	0.659186	0.481121																										
1907	0.534179	0.277155	0.740655	0.976478																								
1908	1.32416	0.7778	1.63238																									
1909	3.81787	3.66345	3.6355																									
1910	0.630611	1.09282	2.04659	0.801477																								
1911	0.370128	0.985006	0.367612	0.432282																								
1912	1.42047	0.958936	0.954721																									
1913	0.283196	1.16524	0.60122	0.589504																								
1914	0.802618	1.38551																										
1915	4.33469	2.72796	6.12902																									
1916	0.707901	0.510092	0.291756	0.73156																								
1917	0.336417	0.483329																										
1918	0.241126	0.43214	0.659524	0.416736																								
1919	1.15503	1.30862	1.20078	0.911206																								
1920	0.474811	2.20438	3.12704	1.06597																								
1921	0.499128	0.36224	0.891455	0.268574																								
1922	0.392249	0.484104	0.506121																									
1923	0.874877	0.933642	0.386449																									
1924	0.887266	1.06931	0.98095	1.04218																								
1925	0.271001	0.674754	0.270027																									
1926	1.3742	1.36974																										
1927	0.60603	1.21834	0.922829																									
1928	1.44321	0.896029	0.492316																									
1929	2.34975	1.42967																										
1930	1.37708	0.637301	1.00161	1.27942																								
1931	1.58358	1.53245	1.2296																									
1932	1.23828	3.54082	0.729547																									
1933	1.84884	1.40922																										
1934	1.47854	2.60677	2.85279																									
1935	0.368105	0.322356	0.380409	0.369652																								
1936	1.68947	1.28622	1.30941																									
1937	2.09104	1.25452	0.855692	2.49489																								
1938	1.26946	2.35627	1.35991	1.6169																								
1939	0.869389	0.897841	1.13034																									
1940	1.84794	3.55274																										
1941	1.51493	2.7831																										
1942	1.06795	1.3224	1.79554																									
1943	2.07026	2.57798	2.40106	3.05566																								
1944	4.24308	1.94601																										
1945	0.832455	2.04368	1.37649	0.941624																								
1946	1.34231	4.28958	1.77447																									
1947	1.53738	0.905077																										
1948	0.955998	1.88129	0.862486																									
1949	1.31825	1.38816																										
1950	1.8185	4.20325																										
1951	0.658536	2.93476	0.813334	0.642605																								
1952	0.845172	0.572604	1.03911																									
1953	0.629189	0.681402																										
1954	1.28352	2.49389																										
1955	0.858163	1.68686																										
1956	1.16611	1.14066	1.20413																									
1957	0.989013	0.900914	1.4771																									
1958	6.17882	5.86825	5.12996	8.4089																								
1959	1.41717	3.79301																										
1960	2.63738	1.41256	2.16843																									
1961	0.301162	0.205476	0.47948	0.278306																								
1962	0.913486	1.23826																										
1963	2.35531	1.98108	1.7991	2.55715																								
1964	12.2242	122.618	77.9189																									
1965	0.694	3.77619	1.2694																									
1966	4.41575	24.1456																										
1967	1.49601	1.81486	3.12928	1.50937																								
1968	1.2998	2.70377																										
1969	2.20271	1.67317	5.3455																									
1970	2.29162	3.72168	6.50286																									
1971	11.4235	10.5586	4.56078																									
1972	1.21894	1.12424																										
1973	6.58904	9.54572	5.99263	7.89852																								
1974	2.34764	4.5305	1.61595	3.31737																								
1975	1.63698	1.82769	1.18673																									
1976	5.12598	1.51946	4.60966																									
1977	1.44185	4.49988	2.09339																									
1978	1.00349	2.95739																										
1979	1.10758	0.769435																										
1980	1.51064	0.977807	1.1829																									
1981	2.25891	2.25458	0.835826	1.66993																								
1982	1.42214	1.19751	1.46112																									
1983	0.842855	1.58954																										
1984	2.03061	4.43965	1.19388																									
1985	1.76402	2.29423	1.24512	3.7451																								
1986	3.65321	2.75944	1.76969																									
1987	0.783858	0.91905	0.994144																									
1988	0.817517	2.88838																										
1989	0.670909	0.772605	0.708476	0.801259																								
1990	1.14227	3.16431	1.21603																									
1991	0.726319	1.44966																										
1992	1.16504	1.32381	1.68766																									
1993	0.633059	0.651836	1.20143																									
1994	4.05857	3.9409	8.32854	5.80346																								
1995	0.670125	0.666496	1.24337	1.15688																								
1996	0.679244	0.571945	1.05544																									
1997	2.45468	1.66888	2.94127																									
1998	1.94016	2.07307	1.68377																									
1999	1.9217	3.3605	0.837873	4.19222																								
2000	1.86931	1.08168	0.994654																									
2001	0.756113	1.09092	0.860661	0.55621																								
2002	2.12155	0.94445	1.29435	1.08163																								
2003	0.816462	2.49947	0.877244																									
2004	0.692501	1.82028	0.638942																									
2005	0.356515	0.93137																										
2006	0.454836	0.554645	1.58614	0.821548																								
2007	1.04618	0.678961	0.64929	1.24067																								
2008	0.363181	3.98028	0.483463	0.435663																								
2009	1.32522	1.69112	1.77402	1.92998																								
2010	1.22091	1.01312																										
2011	0.936173	3.20991	1.42435																									
2012	1.21074	1.82734																										
2013	3.06698	1.83199																										
2014	1.58628	1.52032																										
2015	1.8657	5.5184	1.66562																									
2016	2.15971	2.09683	2.37202	2.33655																								
2017	0.892069	0.802331	1.28434																									
2018	1.07687	2.38851	3.79756																									
2019	2.73307	5.41333	1.24837	2.70286																								
2020	2.56534	1.12501	3.28289	2.33887																								
2021	3.20591	1.63097	2.6223																									
2022	0.901656	0.851893	0.553563	1.18349																								
2023	0.4184	0.586111																										
2024	0.894833	0.382977																										
2025	0.664489	0.71024																										
2026	0.883503	0.999519																										
2027	1.26515	0.619847	0.960245																									
2028	0.464614	0.49984	0.826087																									
2029	0.952639	0.812147																										
2030	0.327715	1.01471																										
2031	0.503854	1.37923																										
2032	0.959452	1.47473	1.52852																									
2033	0.770218	1.42686																										
2034	0.218571	0.867268	0.523413																									
2035	0.499613	0.701588	0.585581																									
2036	0.861374	1.10164																										
2037	0.21381	0.677615	1.1984																									
2038	0.638736	0.43064																										
2039	0.648478	1.2779																										
2040	0.391077	0.368244	1.69023																									
2041	0.630467	0.9437																										
2042	1.83906	2.03615	1.46409																									
2043	0.177285	0.223721																										
2044	1.34169	0.930205																										
2045	0.876426	0.716809	0.789001																									
2046	0.633627	0.624249	0.68395																									
2047	0.654069	0.536159																										
2048	1.3296	1.34143																										
2049	0.193266	0.208789	0.221497																									
2050	0.415666	0.462451																										
2051	0.736242	0.640716	0.560687																									
2052	0.774613	1.11359																										
2053	0.364387	0.509071																										
2054	1.6916	0.33992																										
2055	0.966564	0.732114																										
2056	0.454615	1.3633	0.904202																									
2057	1.10905	0.876429																										
2058	1.04196	1.13903																										
2059	0.894246	1.63159																										
2060	1.70905	3.47775	1.71109																									
2061	2.01513	2.0212																										
2062	1.04122	1.36498	2.08179																									
2063	0.718625	2.83756																										
2064	1.23942	0.906201																										
2065	13.992	22.8588																										
2066	2.36706	2.43447																										
2067	1.9916	3.00368	4.35599																									
2068	2.67336	1.98332																										
2069	1.5762	0.656166																										
2070	2.17519	6.18864																										
2071	0.540165	0.583749																										
2072	0.893659	2.25547																										
2073	0.987019	2.00374																										
2074	1.31483	1.3254	1.50744																									
2075	1.75359	2.22072	1.13111																									
2076	3.2521	1.09755																										
2077	1.26161	1.63794																										
2078	1.85806	1.17149	0.770054																									
2079	1.3521	3.70199																										
2080	0.845006	0.796199	0.841065																									
2081	1.13707	0.709411	1.53364																									
2082	0.356035	1.93396																										
2083	0.600991	0.778661																										
2084	0.734787	1.27693																										
2085	1.07068	0.954483																										
2086	0.334473	0.56293																										
2087	0.653387	0.567632																										
2088	0.468395	0.428197																										
2089	0.931054	1.58698																										
2090	0.282935	0.759635																										
2091	0.365239	3.57943																										
2092	0.341394	0.658876																										
2093	1.51913	0.696401																										
2094	2.49782	2.42412																										
2095	2.95712	6.33097																										
2096	11.1112	5.88219																										
2097	0.831075	0.806765																										
2098	0.669471	1.3093																										
2099	1.52296	2.32082																										
2100	0.435044	0.844747																										
2101	2.1185	9.26637																										
2102	2.74178	2.26005																										
2103	2.1656	1.79335																										
2104	0.862784	0.917079																										
2105	0.891493	1.40602																										
2106	0.442242	0.533332																										
2107	0.876501	2.9114																										
2108	0.780926	2.02018																										
2109	1.95605	1.45476																										
2110	1.32574	1.4865																										
2111	0.651999	0.630461																										
2112	0.278593	1.01187																										
2113	1.19624	1.1099	1.05488																									
2114	1.28888	0.96312																										
2115	1.48109	2.07342																										
2116	0.647521	0.721372	0.639062	0.317622																								
2117	2.09502	0.832044	1.13204																									
2118	0.943009	0.705855	1.05656	0.675135																								
2119	1.01083	0.754083	0.925376																									
2120	0.605777	0.310456	0.239923																									
2121	2.03725	0.871798																										
2122	0.314225	0.307301	0.325828																									
2123	0.268334	0.234683	0.453491	0.443967																								
2124	0.855632	1.11133																										
2125	0.477745	1.01722	0.511712	0.665907																								
2126	3.44193	3.92604																										
2127	1.22811	1.17567																										
2128	0.654997	0.510231	0.314844																									
2129	0.42557	0.249123	0.744312	0.230847																								
2130	1.13588	0.844682	1.28306																									
2131	0.824565	0.991488	2.0124																									
2132	2.32693	3.29141	1.20458																									
2133	0.699821	0.437989	1.28822																									
2134	1.96608	2.71841	1.35686																									
2135	1.46562	1.05585	1.79576																									
2136	3.46303	4.1406	3.40042	1.72708																								
2137	0.666067	0.648523	1.95329																									
2138	11.7828	11.0966																										
2139	1.86427	3.26587																										
2140	0.628681	1.20299	0.546125																									
2141	1.61841	2.00639	1.09802	1.24664																								
2142	1.04553	1.37715	0.93908	0.872012																								
2143	1.37823	0.946497	0.39029																									
2144	2.8761	4.54597	2.12137																									
2145	2.52978	3.11009	1.99095	2.46715																								
2146	1.95339	2.06415	0.834983																									
2147	1.28642	2.34291	1.58386																									
2148	1.03829	1.49354																										
2149	0.545267	0.529685																										
2150	0.390986	0.51323																										
2151	0.296503	0.650778																										
2152	0.859258	0.981272	0.872945																									
2153	1.19126	0.317533																										
2154	0.630714	0.300882																										
2155	0.794532	1.3268																										
2156	0.266039	0.43293																										
2157	1.19649	0.529989																										
2158	0.366355	0.265091																										
2159	1.47654	1.01209																										
2160	0.405188	0.589152																										
2161	4.69443	4.52389																										
2162	1.48877	2.29249																										
2163	1.17965	0.694677	0.959083																									
2164	3.22511	1.88085	2.5793	2.72766																								
2165	1.97487	0.475518																										
2166	1.31042	0.877065	1.58269																									
2167	5.25266	7.8835	7.50864																									
2168	0.633236	0.510063	0.617577	1.0769																								
2169	3.58173	2.88756																										
2170	0.236984	0.31812	0.210821	0.220249																								
2171	0.535504	0.518564	0.296167	0.759872																								
2172	2.72797	2.81841	2.5869																									
2173	0.615156	0.439589	0.755377	0.798411																								
2174	0.435113	0.393882	0.309086																									
2175	0.444945	0.400528																										
2176	1.11227	1.66316	0.743958																									
2177	0.601301	0.690749	0.810914																									
2178	0.46909	0.512634	0.87291																									
2179	1.19585	0.649556	1.21668																									
2180	0.429223	0.339224	0.830011	0.72062																								
2181	1.23049	0.714488																										
2182	6.81939	4.38657	5.36851	6.78539																								
2183	0.583094	0.931601	0.594034	1.23221																								
2184	0.878597	0.548751	0.740906	0.88052																								
2185	7.99222	4.67168	6.51201	7.75223																								
2186	2.2399	1.19	1.89258	1.94032																								
2187	10.913	4.83385	4.93304	9.15665																								
2188	1.84629	1.39107	1.57078	4.2333																								
2189	9.60069	8.7721																										
2190	5.76266	1.04868	7.17051																									
2191	5.62915	4.42818																										
2192	3.22464	1.33203	1.16095	1.92487																								
2193	1.41288	0.933773	2.01128	2.65493																								
2194	0.878258	0.469379	0.971209	1.12939																								
2195	2.32031	1.25031	1.51876	3.97588																								
2196	2.0196	1.53249	2.17549	3.18445																								
2197	0.880203	1.20191	1.21919																									
2198	0.89153	0.5991																										
2199	0.97134	0.981508																										
2200	0.413152	1.04004																										
2201	1.43146	0.853832	1.96558																									
2202	0.821095	0.858194	0.652928																									
2203	0.490069	0.611151	0.306341																									
2204	0.482025	0.834718																										
2205	1.48208	1.84376	1.61988																									
2206	0.548064	1.14669	1.3943																									
2207	1.22651	2.43696																										
2208	2.38223	5.11921																										
2209	1.20179	1.82579	2.2378																									
2210	1.45979	1.62849																										
2211	4.48582	1.4413	2.82918	8.13312																								
2212	1.09836	1.70283																										
2213	1.15735	1.09238																										
2214	0.542899	0.541594																										
2215	8.20613	4.39105	6.59654	8.82396																								
2216	3.78526	0.265963																										
2217	2.0277	1.73143																										
2218	1.5134	1.66978																										
2219	4.60572	2.46153	4.52167																									
2220	4.1117	2.50157	2.61061	3.05144																								
2221	0.774018	0.251352	0.970303																									
2222	0.968204	1.08883																										
2223	3.23225	1.24323																										
2224	1.54784	0.897379																										
2225	0.889206	1.06527																										
2226	0.325611	0.5836	1.12215																									
2227	0.498261	0.923942	1.81994	0.786124																								
2228	0.896581	0.708957	0.535182	1.18607																								
2229	0.353831	0.729432	0.350768																									
2230	0.97725	1.39117	1.08476	1.83112																								
2231	1.20467	1.06356	2.21778																									
2232	0.165082	0.514609	0.29904																									
2233	0.540626	0.407818	0.428521	0.341128																								
2234	0.380047	0.696858	0.474305	0.693271																								
2235	1.80169	1.26345	2.98272	3.05397																								
2236	0.983345	0.767962	1.46741																									
2237	0.52777	0.979519	0.239874	0.867071																								
2238	3.69381	2.19747	5.11306	5.57507																								
2239	0.286384	0.513067	0.30296	0.457816																								
2240	0.504766	0.974855	3.22848	1.89915																								
2241	1.23535	1.06743	1.909	1.02683																								
2242	0.851783	1.29123	0.665771	0.615686																								
2243	1.26297	0.747908	1.03321	0.438066																								
2244	1.41061	0.511025	0.526386																									
2245	1.20347	1.4475	1.98764	1.37941																								
2246	1.85713	0.752215	0.849621																									
2247	0.212645	0.340796	0.195734																									
2248	0.377273	0.908483	0.294684	0.432282																								
2249	0.22166	0.998032	0.313517	0.245098																								
2250	0.33244	1.46038	0.502179	0.364615																								
2251	0.472729	0.350217	0.55944																									
2252	1.44241	2.68353																										
2253	0.476475	0.378417	0.471301																									
2254	2.3002	4.01691	1.55397																									
2255	0.374379	0.575253	0.340102																									
2256	0.302071	0.412453	0.335072																									
2257	0.732399	0.629394																										
2258	0.268349	0.207312	0.355448	0.325445																								
2259	0.719599	0.714269																										
2260	0.664242	0.475288	0.271502																									
2261	1.10062	1.50532	0.923338																									
2262	1.44462	1.14435	4.02325	2.35614																								
2263	1.66974	0.875966	0.447719	0.824204																								
2264	1.28168	1.38376																										
2265	1.25812	0.791315	0.876471	1.11935																								
2266	0.474249	0.352667	0.5503																									
2267	0.161836	0.178106	0.148198																									
2268	0.519535	0.453394	0.32753	0.524522																								
2269	0.283607	0.727601	0.623906																									
2270	1.18203	0.628452	0.945514	0.942182																								
2271	0.12065	0.972362	0.568698																									
2272	0.737351	0.476074	0.83203	0.648927																								
2273	0.229087	0.340471	0.324932																									
2274	0.546594	0.684353	0.42939																									
2275	0.411127	0.693083																										
2276	1.95971	1.14692																										
2277	0.417327	0.211436	0.44294	0.494239																								
2278	0.410288	0.50914	0.616428	0.534907																								
2279	0.395069	0.29054	0.439187																									
2280	0.161183	0.309464	0.350074																									
2281	2.16355	0.537244																										
2282	1.14541	0.704257																										
2283	0.439998	0.304739	0.628408	0.654309																								
2284	0.20225	0.399344																										
2285	1.17462	0.256956	0.246262																									
2286	1.12273	1.29244	0.922159																									
2287	0.835374	0.647663																										
2288	0.309142	0.237979																										
2289	0.791784	0.821724	0.785405	0.531586																								
2290	0.577047	0.761621	0.715111	0.651994																								
2291	0.352452	0.604144	0.269766																									
2292	0.513287	0.260245	0.382131	0.583143																								
2293	1.07247	0.463237	1.77169	1.84671																								
2294	0.280064	0.306104																										
2295	0.167835	1.83343	0.33486	0.320391																								
2296	0.466417	0.352708	0.464611																									
2297	0.18648	0.275328	0.189584																									
2298	0.893368	0.796465	1.50037	1.72779																								
2299	2.06227	0.354553	0.287165	0.371741																								
2300	1.05189	0.726908	1.41975	2.0649																								
2301	1.19303	2.58273	1.92611																									
2302	1.16534	0.785154	0.230703																									
2303	0.818366	0.363553	0.28471																									
2304	0.509627	0.890419	0.245622																									
2305	0.328731	0.438225	0.748103																									
2306	1.62751	0.736233	1.31414																									
2307	1.34787	0.794147	1.25829	1.11247																								
2308	0.615268	0.446906																										
2309	0.211283	0.17315																										
2310	0.640145	0.359374	0.483658	0.634278																								
2311	0.245207	0.188962																										
2312	0.220374	0.75694	0.26314																									
2313	0.27583	0.350022	0.373426	0.404551																								
2314	0.384924	0.541073	0.431138	0.476129																								
2315	1.03064	0.778323	1.14109																									
2316	0.429451	0.533795	0.231099																									
2317	0.931891	0.527247	0.361557	0.62344																								
2318	0.399309	0.247413																										
2319	0.408603	0.177017	0.264695																									
2320	1.69267	1.14234	4.12605	1.14338																								
2321	0.614761	0.404923	0.595837	0.730821																								
2322	0.561181	0.306594	0.408903	0.666993																								
2323	0.381769	0.517166	0.614088	0.547925																								
2324	0.534188	4.64056	1.51531																									
2325	0.793957	0.748073																										
2326	0.309126	0.360818	0.526693	0.553055																								
2327	0.495623	0.513973	0.518903	0.336784																								
2328	1.73963	0.634109	1.02658																									
2329	0.619407	0.467644	0.406125																									
2330	0.510947	0.25611	0.37666	0.356199																								
2331	0.507124	0.369477	0.58945	0.615178																								
2332	0.459021	0.16463	0.228278	0.216352																								
2333	0.32996	0.318371	0.404379	0.503278																								
2334	1.3186	0.911828	1.89695	1.31912																								
2335	0.810007	1.05109	0.758363																									
2336	0.557885	0.833553	0.465534																									
2337	1.48421	0.979568	0.99223																									
2338	1.04065	0.98689	1.00566	1.13698																								
2339	0.574541	0.805995	0.505322																									
2340	1.00307	0.487963	1.13302																									
2341	0.390053	0.150199	0.507093	0.291311																								
2342	0.592597	0.608418	0.485575	0.872207																								
2343	1.07301	0.687516	1.19592	1.07887																								
2344	1.53488	0.444536																										
2345	0.866177	1.04532	1.79966	1.70442																								
2346	0.826393	0.989584	1.10339	1.45364																								
2347	1.02778	2.4223																										
2348	0.223722	0.285709	0.404534																									
2349	0.177075	0.210417																										
2350	1.26447	1.50127	1.2542																									
2351	1.85114	2.35632	2.58181																									
2352	0.864171	0.740149	0.727962																									
2353	1.09499	0.719072	0.67885	1.35114																								
2354	0.40703	0.521803	0.200368	0.282313																								
2355	0.693894	0.879202	0.687081	1.38075																								
2356	2.4397	1.04259	1.58663																									
2357	0.444983	0.219365	0.339784																									
2358	2.0579	1.61383	2.80546	2.24274																								
2359	0.575446	0.250338	0.346115	0.333882																								
2360	0.428781	0.867917	0.694605	0.87935																								
2361	0.588195	0.463126	0.442699	0.662437																								
2362	1.33324	1.28012																										
2363	0.33479	0.467281	0.630047	0.539491																								
2364	4.63611	4.07863	10.2119	3.76632																								
2365	2.60006	2.14406	2.38722																									
2366	1.79559	1.2497																										
2367	0.450833	0.216929	0.31569																									
2368	0.329902	0.30725	0.436296	0.450106																								
2369	0.329178	0.583815																										
2370	1.045	0.941357	1.69428	2.00332																								
2371	2.87515	1.79569																										
2372	1.19413	2.21849																										
2373	0.917647	0.706693																										
2374	0.537709	2.44022	1.0392																									
2375	0.289626	0.367474																										
2376	3.27031	1.56136	3.11393	4.22906																								
2377	0.305463	0.433667	0.729439	0.577705																								
2378	0.495321	1.64031																										
2379	0.657294	0.50397	0.35759																									
2380	1.22251	4.84941	0.846869																									
2381	0.723184	0.354649	0.636435																									
2382	1.64479	1.33981	1.17405	2.97063																								
2383	1.06406	0.414458																										
2384	1.59739	0.786792	1.60998	1.18163																								
2385	1.61184	1.00576																										
2386	0.957594	0.633265	1.56647																									
2387	1.03149	1.33899	1.10345																									
2388	0.391345	0.279197	0.700384																									
2389	1.50952	1.09154																										
2390	2.08129	2.17339	4.25188																									
2391	0.567004	1.64961	0.493264																									
2392	0.189579	0.473036	0.340416	0.68341																								
2393	1.30228	1.53028																										
2394	1.05799	0.706539	0.539214	0.897462																								
2395	0.828441	0.701538	1.15348	1.28496																								
2396	2.24574	1.3765	0.660252	2.56389																								
2397	0.87666	0.595939	1.43911																									
2398	0.557507	0.942094	0.513983	0.768461																								
2399	0.571567	1.5875																										
2400	3.02294	4.13172	5.16544																									
2401	1.37831	1.37872																										
2402	3.71021	2.58028																										
2403	3.51653	1.73535																										
2404	2.40311	1.95293	0.938277	3.26032																								
2405	4.97036	2.83374	2.7758	8.36301																								
