	"Wild 24h"				"Wild 56h"				"Wild 80h"				"Aposymbiotic 24h"				"Aposymbiotic 56h"				"Aposymbiotic 80h"				"Aposymbiotic 92h"			
"Match ID"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"
280	0.516934	0.386638	0.846756	0.766949	1.30136	0.494959	1.39583	1.00068	1.02188	1.30242	0.874068	1.20777	0.735393	0.366602	0.652353	0.611854	1.35132	1.51185	1.96444	1.87161	2.19295	1.14995	1.47481					
281	4.35495	3.02996	2.42077	2.34262	4.21681	1.65844	3.21978	13.4704	11.8151	9.65775	4.25134	2.96489	5.85449	3.59795	9.44424	6.03146	4.21805	5.62921	6.74958	6.79608	5.91491	6.74098	5.5659	7.59735	7.29317	4.40972		
282	0.750517	0.828375	1.05512	0.796127	0.697825	0.42805	0.595316	0.837496	0.983453	0.745464	0.656826	0.579001	1.21769	1.02445	1.84417	1.95989	3.29174	1.35756	2.86367	2.68946	1.42638	1.27292	0.791463	1.24768	1.13484			
283	0.898937	2.80637	0.793012	0.668056	0.90006	1.75839	1.39856	1.27837	1.83924	1.37343	2.31265	3.4895	1.89627	1.91204	1.71488	1.88602	2.43131	1.17764	1.51007									
284	0.906756	0.848253	1.18066	0.758883	1.28318	1.02241	1.492	2.90881	2.07407	1.81746	1.68414	2.37661	1.36027	1.76106	1.42836	1.05351	2.23885	4.2942	2.2104	2.02795	1.66999	1.97194	0.932967	1.05944				
285	0.611679	0.865677	0.418353	0.671956	1.05884	1.00431	0.588974	1.27863	0.976387	0.80587	0.917077	1.13865	1.15423	1.80646	1.81948	3.9334	2.33947	1.27183	0.697521									
286	1.82023	0.465032	0.67154	0.919387	1.69011	2.14674	0.73141	0.538182	0.290116	0.392333	0.694432	0.949696	1.90612															
287	4.98385	1.3492	1.60606	6.95298	0.959237	9.59948	1.67513	1.68239	1.06401	4.91705	2.28891	12.4538																
288	1.5539	1.17778	0.711701	1.22904	1.3381	1.11928	1.60671	2.01942	2.47259	1.73784	1.56847	1.80605	0.933803	1.14246	1.24137	0.845885	2.12528	2.8084	2.52166	2.52578	2.77808	2.73632	3.01984	2.86608	1.33071	0.904865	1.39618	1.08126
289	4.28403	3.72719	3.58717	4.07146	5.87445	3.53734	7.90482	8.12727	8.5239	6.13055	5.85327	8.2987	5.00384	3.35301	5.51661	5.18672	7.52557	10.024	9.23004	11.1238	12.6884	6.94008	12.364	11.0067	6.88927	5.32771	5.79469	2.95553
290	0.73534	0.843489	0.822876	0.686254	0.488846	0.565156	0.765942	1.20433	0.431329	1.10196	0.607037	0.944763	0.94442	1.30278	1.28445	1.29783	1.59061	0.747815	0.881796	2.65377	0.789837							
291	9.11954	8.40329	6.73887	7.28385	9.80462	12.436	9.28094	7.931	7.46416	7.64079	7.89747	9.52913	10.1526	8.53694	8.4062	8.07565												
292	2.28603	1.24207	1.4715	2.45012	2.0608	1.21152	1.3649	3.7067	1.01834	3.54413	3.59431	4.4905	5.84731	2.66859	4.44834	1.97915	5.32102	3.00651	2.46516	1.72781	1.02405	1.08241						
293	0.38966	0.393365	0.273062	0.143257	0.568113	0.451955	0.518128	0.672069	0.786398	0.849367	0.340485	0.666163	0.370873	0.303197	0.559107	0.360673	0.306273	0.444322	0.241488	0.561174	0.595186	0.638869	0.624597	0.443467	0.43366	0.380499	0.25632	
294	0.267578	0.444854	0.680341	0.769378	0.941207	0.511081	0.616111	1.17742	0.781898	1.13465	0.792402	1.08369	0.638021															
295	1.39363	0.965038	1.06699	0.782237	4.75552	4.30472	2.84558	1.30401	2.77065	1.7283	2.37842	2.32824	2.597	2.10689	1.81227													
296	0.471114	0.712296	0.289376	0.875648	0.83186	0.611939	0.658027	0.808257	0.568754	0.8031	0.841183	0.567029	0.925463	0.647832	0.588106	0.757652	0.921328	0.86737	0.940873	0.4719	0.501568	0.44023						
297	0.711772	1.27073	3.35837	0.260341	1.43874	2.61688	1.75245	1.61524	1.40818	2.53614	2.68183	3.67553	2.52007	33.7642	1.63817	1.75976	1.79531	1.43751										
298	2.45162	1.80444	2.68547	1.63705	2.8764	1.76226	2.1961	2.83682	3.40507	3.79018	2.81745	2.98645	1.66343	1.54272	1.631	0.708714	2.17654	2.43465	2.78775	2.78148	2.48975	2.16553	2.60773	2.72556	2.22801	2.60294	3.9562	
299	0.625264	2.34596	0.899041	0.722037	1.05989	1.17026	5.23717	0.886529	0.339398	0.935451	1.57351	2.24125	1.09935	0.832776	0.715144	1.07563	0.462668											
300	0.387825	0.37562	0.599061	0.55061	0.723185	0.609674	0.428757	0.380256	0.62224																			
301	0.257553	0.398305	0.36896	0.326135	0.527555	0.426941	0.649849	1.11141	0.790321	0.639788	0.693639	0.948492	0.464422	0.411929	0.594479	0.411827	0.522686	0.685611	0.923275	0.590807	0.663825	0.883945	0.600134	0.567663	0.468735	0.428018	0.521943	0.296763
302	2.46402	1.50345	2.61337	1.55449	2.28974	2.44737	2.06084	2.5426	5.42525	4.74445	4.14864	4.12485	4.52483	2.79109	3.38941	1.46719	5.37786	3.52895	4.78745	5.73616	2.59516	2.07119	3.10943					
303	1.43097	1.71523	1.7175	1.12137	1.59028	0.876771	0.950548	1.47363	2.01056	1.9831	0.810159	1.66091	1.40574	1.23648	0.98574	2.28636	2.57001	2.06783	2.4084	1.1729	1.79748	1.47609	1.73973	1.63818	0.704602			
304	1.39413	1.85358	1.89116	1.24382	2.78356	1.69277	2.42172	3.26545	2.09972	2.58452	1.05694	2.54291	2.56828	3.24167	2.65219	3.91228	3.92537	3.68767	4.00897	4.02516	3.74742	4.23524	3.26413	3.41793	2.89046	2.9354	1.73622	
305	1.6281	1.33269	1.11858	1.34909	1.91591	1.3348	2.0782	3.47707	2.35075	2.39353	1.88066	2.71569	2.60613	2.97445	2.60347	2.01926	4.46155	2.70412	4.85481	4.70692	3.69704	3.78756	2.88889	2.03457				
306	0.691437	0.547824	0.704485	2.37431	0.764632	1.38426	1.31728																					
307	0.575608	0.339307	0.342486	0.791806	0.569957	0.689988	0.535394	0.919143	0.571031	0.396666	0.393168	0.800682	0.783714	0.651484	0.447139													
308	0.972683	0.715	0.742733	0.530565	0.919537	0.302547	0.749598	1.05316	1.12247	1.14022	0.507052	0.917159	2.07987	2.75119	1.79031	1.07602	2.61628	1.34235	2.14487	2.63776	1.66472	1.41072	1.32551	1.68584	1.40657	2.55301	2.12833	1.11041
309	8.08252	2.02318	4.05259	2.88253	1.10732	0.744015	14.5794	4.83345	3.99337	1.81122	4.6407	10.0392	6.94848	9.20506	6.85277													
310	0.697803	0.930371	0.757322	1.47052	2.81366	1.44439	2.021	5.95018																				
311	0.736049	0.972299	1.21592	0.614918	0.727487	0.977781	1.22238	1.46446	1.31627	1.52999	1.1917	1.85552	0.748457	0.939926	0.883988	0.700074	2.76915	1.1537	1.38929	1.4871	1.38051	1.24829	1.63587	1.2236	1.37376			
312	1.69018	1.41159	1.18806	1.5294	0.989835	1.24034	1.90475	1.10836	1.52315	2.17792	1.12099	3.18379	4.20597	5.77454	5.04192	4.61706	5.42117	6.21863	5.7468	4.49479								
313	0.779974	0.56519	1.09135	0.472021	1.04303	0.889853	1.28385	1.13789	1.2956	0.48504	0.617858	0.443964	1.50872	1.21275	1.44766	1.12853	1.84452	1.58314	1.27045	1.18547								
314	0.468366	0.788789	1.07063	0.66271	0.635858	0.85979	0.547287	0.842432	0.556223	1.15594	0.87404	1.26088	1.34118	1.41501	1.05016													
315	0.637106	0.602608	0.685438	0.822584	0.792321	0.726907	1.31487	1.42211	1.07711	1.05227	1.2879	1.14861	1.39498	1.37919	1.14588	2.30266	2.1733	4.111	2.81378	3.31098	3.67062	2.51243	2.98613	3.12219	1.87337	2.29995	1.60227	
316	1.06092	1.54101	2.88026	1.10446	1.57663	1.11039	1.36099	10.5312	1.03983	1.15468	2.08486	1.54847	2.1948	1.02899	1.51502	1.39154	2.93172	7.59815	2.42502	2.77201	3.14873	6.13876	3.11386	4.26178	2.37366	3.71361	4.24407	1.95133
317	2.74284	3.06043	2.08731	2.98783	4.27189	2.22869	3.86441	8.42684	3.93676	3.91219	2.90092	3.90392	5.85685	7.60566	5.72607	4.66124	8.12749	7.07314	8.35908	9.69767	8.88266	9.83699	6.4429	8.52336				
318	249.897	238.88	270.929	304.917	6.53363	2.07036	1.41412	428.445	429.016	379.712	415.741	2.66886	13.9786	47.7516	25.7091	11.8943	4.04157	120.706	78.4485	80.9833	73.1626							
319	2.63554	2.31538	1.89627	2.49124	3.24859	2.44959	3.85517	5.49959	4.74405	3.36997	1.63946	4.18505	2.69333	4.37925	4.97772	2.969	2.95378	3.98833	4.32201	4.68093	5.22626	5.45149	3.34477	4.09062	1.84061	2.18168		
320	0.529606	0.947751	0.738324	1.59117	0.878113	0.890636	0.859865	0.80804	0.577536	0.730468	0.966833	1.13799	1.55482															
321	2.01917	1.09602	3.51066	1.29508	2.26154	3.13539	2.07163	2.10247	2.15302	3.82555	2.3794	2.16927	3.4921	1.66035	3.20293	2.35356	2.53057	1.45161	1.37916	1.60287	0.744035	2.0723	0.813927					
322	1.29924	1.17481	1.40573	1.0168	1.81164	2.19103	1.37304	2.11822	2.4134	1.96638	1.92722	0.917718	2.26844	3.82392	1.87544	2.43835	2.94518	3.49286	4.50073	3.17222	4.28006	2.15432	2.27358	2.7102				
323	5.63692	2.2042	5.20255	4.12182	3.45359	8.11825	3.00436	3.59693	7.1665	2.2572	3.29598	2.77997	3.27911	5.159	4.69062	4.5848	4.26842	4.61264	8.17818	5.64176	5.52161	3.92373	3.77126	3.72048	2.62021			
324	1.75382	1.76753	1.59944	1.4051	0.576594	1.13979	0.544281	0.581782	1.55868	0.643307	2.40686	1.66978	0.887874	1.58034	1.84437	1.97974	1.80127	2.39277	1.12231	3.79663								
325	15.5213	15.6342	16.6685	18.7004	24.3928	11.2518	30.391	36.3304	30.0394	23.1708	19.2233	25.0069	36.6407	33.1708	39.9308	34.4033	48.5137	49.7214	57.7036	55.9302	62.2616	41.7725	58.3815	50.3307	30.6478	38.6867	37.021	24.1577
326	1.94303	2.72123	5.14157	0.70592	1.16756	1.31272	1.95603	2.54422	1.90329	6.84724	1.47058	2.05882	5.03712	3.10148	0.797989	2.28805												
327	4.05777	2.2553	3.29229	2.46689	1.29099	1.23364	0.564174	1.15051	3.64899	1.62293	2.62608	3.49827	3.25881	1.26225	1.47681	5.24193	2.13827	3.31568	5.9886	4.99604								
328	1.38609	1.33412	1.32795	2.42421	25.5173	2.34377																						
329	0.764728	1.27856	1.95015	4.15453	1.65308	1.83445																						
330	7.71843	2.14134	13.2716	2.14651	21.0002	2.0299	1.8619	2.41516	2.66229	12.5216																		
331	3.5234	5.29615	4.9869	3.86715	1.8145	2.11845	2.92537	1.90486	1.19288	2.03379	2.62849	3.99172	4.52633	3.63451	6.13484	3.96873	4.81715	3.23271	7.28827	2.63164	3.12232	2.5292						
332	1.10682	6.1827	1.36112	1.06124	1.99943	2.03156	1.44598	1.52275	4.41224	2.05441	8.96839	2.46359	10.5891	8.67424	3.33748	7.85353	5.69918	6.0353	3.3777	3.42422	2.63893	3.61675	1.73898					
333	1.35342	2.64575	1.47768	2.12136	2.03048	1.14346	1.31614	3.76461	1.84225	2.17882	3.06283	1.91564	2.21849	3.49064	3.33924	2.12527	4.29503	5.49871	4.12937	5.19928	5.33923	5.87814	3.57498	5.28408	3.16145	3.46536	4.69753	2.0753
334	1.24395	1.41132	1.18286	1.10084	1.916	0.879045	1.75946	1.79053	2.33323	3.10096	1.77492	1.74347	1.87948	3.18125	2.26913	4.39983	2.08503	2.33367	2.9687	2.62149	3.40173	2.86811	2.19013	1.58298	1.95949	2.11762	1.04095	
335	0.522757	0.499262	0.985393	0.534298	0.573434	0.961312	0.501015	2.28484	4.57085	2.53706	1.53653	0.535042	0.532177															
336	3.3838	3.87234	1.65186	3.80937	4.19862	1.03697	4.72072	3.47618	3.68087	3.32538	2.32779	4.66917	3.63898	1.98022	6.43629	5.34472	6.82338	4.88586	3.93433	3.61348	5.52309	3.69245	3.14476					
337	7.86264	3.13505	4.62235	14.8433	5.48951	3.90191	2.63731	4.31691	6.24524	5.27054	6.30102	5.09882	10.7857															
338	4.01951	0.808343	2.72968	5.89908	14.3614	7.52466	6.56191	3.03461	6.43059	5.2627	5.80705	6.59404	9.0662	10.6274														
339	2.45831	7.27095	6.03047	6.616	0.578092	0.524648	0.435364	3.95343	0.658237	1.80157	4.67125	1.59915	5.2351	4.59124	1.58748	2.8821	1.38785	1.64427										
340	9.16665	12.6506	8.81245	8.3283	4.41448	3.68993	4.37271	2.89827	4.13304																			
341	1.8841	1.72986	2.98839	0.723509	0.79231	1.45867	1.056	3.30263	5.39063	3.77011	3.06322	6.94119	5.71158	5.37401	1.17136	1.22429												
342	3.46404	13.6398	2.99678	9.07769	3.10334	1.76841	2.37007	3.08117	1.12358	1.47059	1.5568	2.31151	8.83338	1.74937	0.980132													
343	11.0803	8.60327	6.34241	11.1958	7.4931	4.21324	2.70869	5.65146	2.42088	1.71646	6.48891	5.39372	1.81639	1.85184	3.97668	4.72108	6.81573	6.38353	2.69968	2.65276	3.66685	3.79427	1.96123	3.62933				
344	2.43312	2.81674	2.94063	0.595168	0.817404	1.10503	1.34686	1.71433	0.662389	2.3974	0.61186	1.30713	1.34309	3.45169	1.30001	0.543082												
345	1.08455	0.7271	0.608042	0.426698	1.67146	1.17676	0.598002	4.08224	3.95873	1.93503																		
346	1.24628	1.08209	1.58481	1.32511	1.57252	0.850216	2.46789	5.44591	1.53352	3.7193																		
347	1.66059	1.31461	1.07285	0.632048	1.96149	1.01627	2.92576																					
348	0.84668	2.25824	1.07034	1.98735	0.831746	1.20695	0.663745	0.430034	3.24557	7.44271	3.21235	3.08573	2.32506															
349	7.26949	4.36259	1.78032	11.6693	12.8442	3.52064	7.41995	3.52194	7.15987	8.27684	6.25045	5.73863																
350	0.341086	0.407528	0.558095	0.454275	0.656093	0.339652	0.841233	1.48008	0.940477	0.47109	1.10951	0.631961	0.397618	0.699057	0.566422	0.703714	3.30062	0.853504										
351	1.95754	1.72772	1.54019	2.07854	1.72878	1.89914	2.86429	2.00574	2.52053	1.72745	1.99233	2.18722	1.12597	2.37605	1.6742	2.14035	2.13547	2.56783	2.55857	2.56864	3.13553	3.98752	4.48574	3.17484	1.93412	1.85534	1.65349	
352	0.800664	1.53807	2.03453	1.81232	7.13729	2.33842	4.56902	3.22172	2.57765	2.59548	4.34518	1.99761																
353	14.6315	10.8264	10.3545	9.82576	12.4139	7.05065	10.1518	11.2474	14.6944	12.6825	10.1518	11.0052	12.8562	6.51632	12.463	9.41054	19.6694	11.942	14.7761	17.465	18.3501	18.9622	16.1625	10.2355	10.6856	11.902	11.3756	8.05011
354	0.627895	0.604071	1.48609	0.776505	1.1926	0.374122	0.38416	0.375376	0.361217	0.823186	0.707559	1.17978	0.8556	0.804974	0.832679	0.781068												
355	4.95057	3.83868	6.30613	5.29395	2.87764	6.26923	26.8312																					
356	0.809449	1.39431	1.1143	0.733342	2.90297	3.06491	1.77298	3.01584	1.09455	1.28722	1.18118	1.12456	1.8238	2.54803	3.11814	3.29693	1.84818	2.14539	1.55334	1.25353								
357	1.46524	0.975083	1.12482	6.97061	1.37706	1.08096	2.13066																					
358	9.18333	5.49647	8.2459	5.80979	7.11933	3.45738	4.87849	7.86426	7.55274	7.83486	8.08481	6.06148	5.37144	3.91184	5.10268	3.64417	10.3633	7.22193	7.42379	5.70872	8.51702	6.2663	7.0305	8.21726	5.46184	6.31161	7.40216	4.87596
359	16.2949	11.0303	13.9448	12.8473	22.5725	17.0659	22.9687	24.8886	28.3986	28.2502	25.9663	24.4211	0.866942	2.50043														
360	0.943515	0.716655	1.26463	1.06804	1.97092	1.90823	0.958506	4.07448	1.13736	0.61273	1.04361	0.556452	1.14176	0.845726	1.64191	1.98169	1.88974	1.45802	2.17692	0.884538								
361	0.77029	2.7729	0.811187	1.95451	1.82722	0.862133	1.06484	0.808554	1.1417																			
362	1.03617	1.2427	1.91991	2.04189	1.52587	3.26228	4.82044	4.24413	2.22314	1.72334	2.01218	1.87765	2.1269	2.3526	1.6088	1.12648	2.73712	4.07762	1.60869									
363	0.738869	0.644095	531.202	297.246	372.87	0.743586	1.13257	0.792427																				
364	3.24714	1.99704	2.04783	1.21358	5.56717	5.60388	3.69317	2.96897	1.99083	1.0359	2.0409	1.43495	1.71113	0.883756	1.39744	2.43484	2.32039	3.29009	1.10266	3.76864	2.08938	1.72741	2.13972					
365	6.99852	9.47631	10.3026	8.48246	39.9753	20.8702	48.0811	53.1165	51.6093	35.3986	27.9079	33.4789	14.1112	14.8463	16.9736	12.0842	18.1572	24.323	31.411	32.7945	30.4715	32.5923	24.767	24.3193	15.7727	20.8131	25.8077	12.0246
366	1.17226	2.35063	1.34387	0.266825	0.741812	1.95733	1.78562	1.6759	2.15786	1.83123	3.06459	1.56674	3.08182	3.57606	2.52151	4.13728	5.08535	3.22681	4.06937	4.57443	2.79036	2.59722	2.55266					
367	1.21258	0.977914	0.628876	1.0593	1.39369	0.928801	1.38059	1.66034	1.08172	1.23526	1.01366	1.16714	1.15376	1.51814	1.53635	1.46624												
368	1.20575	0.901575	0.722251	2.49046	0.570831	0.915146	0.487954	0.543341	0.469208	0.776108	1.16376	0.442944	0.549701															
369	3.28018	2.41133	2.53017	3.60592	2.14742	3.58295	1.46841	2.0803	1.95889	1.29996	2.70528	1.63289	2.83891	2.8668	4.58102	3.1733	3.32827	4.65011	3.67677	2.99642	1.74231	3.11943	2.45341	1.22704				
370	2.92806	2.58159	1.69035	2.52709	4.26977	1.58643	3.35182	6.05939	1.63242	2.15547	1.42444	1.75275	1.38162	1.61956	2.7152	2.22704	2.49203	4.50624	1.77607	3.60284	1.22946	0.83238	0.535036					
371	1.85167	1.97179	0.939514	1.76333	1.85322	0.947915	1.79605	0.418925	1.13868	2.10362	2.80081	1.7014	1.41776	1.43869														
372	0.784545	1.07156	1.12603	0.686639	0.488133	1.94692	1.6756	1.03126	1.29199																			
373	0.734424	1.71218	1.09036	1.96383																								
374	0.81586	1.25822	0.927961	1.36513	1.92267	0.552023																						
375	1.20798	0.942771	1.41024	2.19625	1.29821	2.9262	1.43346	2.26381	1.45503	1.30907	1.24904	1.22737																
376	0.76368	1.65107	3.21234	0.648948	1.50533	1.00354																						
377	0.772114	3.04558	1.643	0.880455	1.06932	0.961801	1.03637	1.72851	2.67984	0.733882	1.78164	1.63307	1.46574	1.05015	0.696349	1.36979	1.65074											
378	1.98858	2.16358	1.62042	1.63193	2.3443	2.5181	2.2961	3.60257	4.12381	2.14265	2.07851	2.2821	2.26894	1.78448	3.20474	2.06927	2.26842	1.44558	1.8835	1.12931	2.71512	1.941	1.38921					
379	1.02958	0.888047	1.02142	2.16815	1.10861	1.97063	0.806317	1.05643	0.981477	1.21722	1.44764	1.09925	1.46866	0.957993	1.99458	3.00288												
380	3.42838	3.16928	3.59251	2.91947	3.91832	2.26256	2.48383	2.96711	5.46838	5.95727	4.18193	4.80442	2.46286	4.03305	2.0948	2.24261	5.80234	3.82062	2.68612	4.25082	2.73869	3.22036	2.43536	2.40567	1.74891	2.63013	2.6315	1.72228
381	0.267494	0.774302	1.16222	1.17587	5.05132	1.38896	0.238094	1.56128	0.712979	0.642565	0.565614	2.15469	1.75228	1.90487														
382	0.587495	0.755566	0.426163																									
383	1.18273	0.948413	1.17141	0.42336	0.903874	1.23312																						
384	1.0073	0.294383	1.06592	1.71363	1.18823	1.58737	0.796553	0.905183																				
385	1.19057	1.37246	1.44711	1.42477	1.4935	1.66314	2.81946	2.27079	0.778879	1.3796	1.88213	1.03909	0.922778	1.43957	0.982799	2.58814	2.7518	2.59172	2.97703	3.25481	4.21798	3.44204	3.58523	2.19463	1.77125	3.19788	1.41493	
386	1.8298	1.55422	1.70701	1.84857	2.48988	1.7942	2.98866	3.30314	3.10208	3.23662	2.65629	2.93429	1.90127	1.99896	3.20026	1.62224	2.13249	3.73261	2.60813	2.36058	2.69377	2.04565	1.67154	1.60647				
387	4.00394	3.66527	0.369028	0.76226	0.741724																							
388	1.75424	5.8908	0.370195	0.499869	2.83503	1.80646	4.0545																					
389	0.821802	2.10987	1.50554	1.57058	1.1281	1.06479	2.04597	2.07569	2.62609	1.97621	1.25679	6.52295	0.900779															
390	1.37908	1.65706	2.79417	1.83654	4.31409	5.54421	4.686	3.17298	1.208																			
391	3.10682	5.70493	2.85038	1.67685	0.554235	3.21806	4.92842	3.34139	2.47445	2.08191																		
392	1.25217	1.00791	0.937582	1.24136	1.70796	1.57473	1.29963	2.05557	1.98592	1.62485	2.23998	1.34961	0.421201	0.733696	2.57245	1.15427	2.64418	2.73298	2.02409	1.93083	2.2076	1.2044						
393	4.61884	3.65974	4.34757	3.63443	10.6258	13.115	8.41183	6.2388	15.7943	6.72867	3.31754	3.97291	2.58305	4.01875	5.29228	0.94939	1.63701											
394	3.36421	7.64252	4.37587	2.71169	4.14459	5.71578	5.55785	7.28859	3.64541	9.0049	7.58268	4.63072	5.00205	8.09243	4.66658	5.42483												
395	2.38817	1.74712	2.58216	1.19112	0.80443	1.88332	6.20296	3.68683	2.95776	5.28495	3.14482	4.09311	3.78817	2.01583	2.40222	2.60886												
396	4.56865	5.49956	5.1131	1.32316	1.87551	4.10237	3.8116	3.15527	3.4857	2.34761	3.58123	2.7394	4.51995															
397	0.733574	1.77876	0.849331	1.65727	2.14623	3.62585	0.532305	1.43657																				
398	1.53585	2.64959	3.21164	2.47267	1.31584	0.652073	3.7224	3.11142	3.9593	1.97287	1.93507	3.08367	2.85237															
399	1.84203	2.19916	2.32647	3.04066	6.5092	2.34376	2.95867	2.31809	2.54684	4.02524	4.09926																	
400	11.8671	7.07327	8.28462	2.90797	12.3455	7.40942	18.6067	17.6889	3.34252	13.9724	7.05432	7.67735	4.73504	3.27656	16.6345	3.42562	6.45795	4.6304	7.98774	11.4642	11.7237	5.09647	18.5238					
401	2.62374	2.11518	0.973502	1.61794	2.79194	1.42541	2.35881	1.79367	1.84184	1.58049	1.33976																	
402	2.26903	1.8853	4.60258	2.73377	3.60763	0.713206	1.42333	4.2629	1.99509	5.31852	0.775367	1.96633	2.41636	1.9913														
403	1.13017	0.591635	0.484455	1.82499	0.6259	0.954747	0.743358	0.521862	0.835062																			
404	5.6105	2.03525	5.30332	4.40629	5.84294	5.06744	5.10082	5.07179	7.35521	4.53907	5.15172	3.83254	2.98798	7.20018	3.01416	6.85249	6.70602	5.01104	7.81197	7.93049	6.19331	7.78802	4.8555	5.50179	6.44292	4.69204		
405	2.96414	2.53503	2.67027	2.42207	3.28787	2.9596	4.62454	4.17178	2.92467	2.27445	2.86345	2.1957	1.7232	2.54554	2.07388	3.4822	3.22159	7.37922	3.89085	4.49365	5.44939	4.09975	4.75976	2.84876	2.25723	2.83952	2.01397	
406	23.514	17.1779	17.3515	17.126	18.7768	12.8841	12.7085	23.0839	31.5636	24.1977	17.1011	17.4046	20.7011	19.633	21.4576	14.3488	31.164	23.5745	23.6438	23.1799	31.513	33.7737	26.1503	18.2173	17.2961	19.3304	23.5574	14.2808
407	0.871027	3.11794	1.31611	1.26674	0.744182	1.04773	0.955016	1.59751	1.73644	1.59915	1.22686	1.37494	1.64372	1.17709														
408	1.87666	1.9194	3.01006	1.84853	1.38328	1.5132	1.55257	1.34266	2.26386	1.13693	2.08524	1.07547	0.696275	2.82321	7.50029	3.38302	1.68916	1.37959	1.68262	1.11859								
409	0.793584	1.35674	1.27721	1.00632	1.58486	0.641963	1.15602	1.1275	0.65523	1.09642	0.734676	0.709054	1.04628	0.602332	1.13267	1.11957	2.22891	1.49171	1.65175	1.778	1.47854	1.74771	0.908306	0.783732	0.870803	0.733516		
410	1.19152	1.33023	0.88643	0.856472	0.692694	0.44485	0.866387	1.08304	1.02229	0.890583	0.915003	1.83763	1.42545	1.78385	1.59771	1.4911	0.953607											
411	1.44183	0.870638	0.975776	1.63812	0.886787	0.741304	1.78876																					
412	0.603713	1.45989	1.43349	0.887978	0.719407	1.03527	0.751117	1.42168																				
413	0.411051	0.377656	0.753549	0.362082	0.821352	0.806755	0.509767	0.671256	0.672213	0.751063	1.42461	0.474738	0.785741	2.39469	1.0778	1.05562	1.17926	0.824758	1.11919	0.538397	0.834455	0.348685						
414	0.659816	1.02906	0.786295	0.89002	1.36164	0.538634	0.70326	0.761403	1.30808	1.35673	0.946332	1.49097	0.792976	0.484095	0.970026	0.996862	2.99956	1.45044	0.96787	1.57808	1.13732	1.30305	1.13392	0.895689	0.651946	0.98556	0.737567	0.506328
415	0.533153	0.524054	0.62334	0.551664	0.572204	0.332619	0.492673	0.413123	1.04201	0.546222	0.691728	1.09503	1.01438	3.95021	1.61659	0.807726	0.538513	0.648314	0.796336	1.40521	0.604106	0.798051	0.557808	0.696323	0.58615	0.74669	0.477855	0.272216
416	1.79116	1.60791	2.24285	1.64212	7.82567	3.97744	4.02239	6.95359	11.6672	0.501422	5.17825	7.88564	2.88435	3.26097	2.13204	3.04562	3.99149	3.4385	4.50172	4.97595	6.23449	3.97335	4.58365	4.18548	2.79528	3.90783	3.8505	2.1377
417	1.30382	1.92897	1.32776	2.1581	2.68387	0.563186	0.899472	1.67441	0.682365	0.68362	1.29111	0.662363	0.877219	1.7829	0.573726	0.628856	0.860872	0.709378	1.11191									
418	1.10764	1.32486	0.385018	0.360671	1.176	2.95994	1.97164	1.59562	2.1917	1.86117																		
419	11.3012	1.40521	12.3369	10.7235	17.5253	8.65726	10.1502	15.1227	12.3825	17.9258	12.6628	10.2266	11.0664	8.64473	14.2207	9.14575	34.8813	21.7727	15.6331	17.5116								
420	0.804104	0.297993	3.69087	1.08631	2.4582	4.24699	3.56355																					
421	0.961225	1.99276	0.775245	1.38972																								
422	0.471234	1.59543	1.48737																									
423	0.43131	0.808535	1.38788	1.84189	3.71119																							
424	2.20086	2.58927	1.87722	1.09746	4.09353	3.13628	2.3863	4.19318	3.51612	4.25042	4.1817	3.45645	1.37058	3.17365	4.26025	3.17387	3.16621	3.13411	3.46052	1.92058	2.94541	3.07448	2.85739	3.10922	2.0156			
425	0.399936	0.329231	0.575697	0.939496	0.723307	0.374615	0.7342	0.488741	0.304139	0.430353	2.30017	0.732239	3.52718	2.14627	1.33322	1.38282	2.87422											
426	0.358024	0.68017	0.581373	0.687861	0.482053	0.905964	0.32845	1.55217	3.34951	0.804797	1.69548																	
427	0.240395	1.97914	0.705528	0.230365	0.15667	0.332783	0.295797	0.257685	0.335171	1.8534	2.74041	4.48001	2.30574	0.323068	0.338893	0.42431												
428	0.60214	0.669718	0.526698																									
429	3.50682	3.07319	4.09882	3.60172	3.51405	2.81835	2.28261	3.87293	5.17058	1.20449	3.4869	4.64835	3.65245	3.74963	3.65353	7.13693	8.27379	7.46636	8.79015	4.34602	4.68542	5.13134	2.78105					
430	1.84203	2.26184	0.580977	1.10999	1.15394	0.81653	1.09188	0.737664	2.52342	8.35002	1.59801	1.39969	0.737901	0.801683	2.8232	3.24216	1.22738											
431	1.78897	1.08665	0.59877	1.53501	0.284635	3.90588	3.78819	3.65838	0.996957	2.37015	1.00371	2.94832																
432	3.79368	4.16095	7.98933	7.55344	3.49651	6.71557	3.71801	2.83116	3.82956	3.35647	2.63938																	
433	0.558883	1.60192	2.33917	3.83917	1.66958	2.82435	2.40032	1.70296	2.56589	1.25085	4.72919	2.45114	2.91638															
434	1.60605	1.12559	1.23411	3.35358	1.07776	2.92194																						
